severity	check	path	line	message	suggestion	snippet
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	154	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	If he recognizes the paladin on the pegasus, he is happy to introduce␠the party to her.␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	158	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Otherwise, once the general chaos of battle and the immediate post-battle aftermath settles, his main goal is to head to the Oracle of Hope...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	166	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Ok.␠ Did someone want Viepuck to run off to provide a herald-introduction anywhere?␠ Possibly run to the city, talk to people there and tel...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	169	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Es’Tiasilos can stay with you and relay messages to me if needed.␠
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	171	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Viepuck REALLY wants to meet the paladin, but also recognizes that this is an important political-connection-moment and that to some extent...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	180	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> As morning turns to afternoon, the reserves, positioned on the top of the Gotterbain, ride down from the hill, sweeping past the party in...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	184	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> As the battle ends, the party looks around. To the north is the main battlefield, covered in bones, and some - but blessed few - dying or...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	186	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Armand, Robin, Odo, Emile, and Celyn ride north, along the walls of Fellburn, towards this makeshift camp. You arrive at a scene of control...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	190	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	And so, in time, the party is introduced to Raoul Boulain, elder of the Night Queen. Armand knows of him, of course, but has never met him ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	198	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	And so Armand is pulled away, with introductions and promises to meet for again before leaving, perhaps in the Duke's camp later. The encam...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	200	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The Duke's camp is a bustling, well organized place near the Oracle of Hope, although the Duke is already packing to leave. It seems he pla...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	204	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	You get the sense that this is not an optional summons, and being late could have consequences. The Duke’s household certainly seems eager ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	208	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	In the meantime, feel free to jump in with any questions or things you want to do in camp. The paladin is around (although busy), if you wa...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	218	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> And so, in time, the party is introduced to Raoul Boulain, elder of the Night Queen. Armand knows of him, of course, but has never met hi...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	222	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Celyn accepts the blessing with a slightly awkward little bow and a murmured, “Fate does seem to have caught up with me,” that is a little ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	228	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	> In the meantime, feel free to jump in with any questions or things you want to do in camp. The paladin is around (although busy), if you ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	230	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Celyn wants to know if the roads are clear past Fellburn, particularly in the direction of Eskbridge.␠ It is possible that it will become c...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Raw Emails/Siege of Fellburn.md	246	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Celyn is pretty sure that there is something *extremely sketchy* going on with these orders calling various nobles and the army and what ha...
info	repeated-word	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 01.md	42	Repeated word: is	Remove one copy if this is accidental.	The party meets in [[Perrin Voclain|Perrin's]] house after the spider attack, and introduces themselves. [[Izgil Moonseeker]] is here seeki...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	110	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	* An outer perimeter of orcs, divided into two main factions, with a few scattered orcs not part of either faction. The orcs keep watch at ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	118	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	At some point I will want to thank Robin for the horn idea.␠ That patched the infiltration plan perfectly since bringing in new prisoners w...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	120	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	We’ve got 60 underfed and undersupplied people, some horses, some supplies, and a dozen or more bodies and assorted other remains to bring ...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	124	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Balthazar - I will happily go over various patron stuff, history of contact if asked, do a mind probe when I have a chance to rest and rega...
info	repeated-word	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	124	Repeated word: etc	Remove one copy if this is accidental.	Balthazar - I will happily go over various patron stuff, history of contact if asked, do a mind probe when I have a chance to rest and rega...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	134	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	(c) 3 "named NPCs" with potentially relevant skills: Perrin (the druid), Warin (the tracker),␠ Odo (the sgt, now the lone guard in Tavoise)
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	190	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	The enemy camp basically has two arcs of tents on the east and west sides, each the residence of a hostile faction, with the ogre's pavilio...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	192	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Viepuck - who I wish to note is a␠_child_␠- disguises himself as the orc again, this time with an injury, and limps in to "his" faction's s...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	196	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Viepuck says, "... you'd kill the weak ones␠_first_?"
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 05.md	218	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	Viepuck is promptly surrounded. He survives the first round of attacks, spends␠_his_␠once a day teleport to pop to the edge of the scrum, c...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 07.md	45	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	* an apothecary,␠[[Alain LeBouillon]], who sometimes helps with brews and remedies for morning sickness and other ailments of pregnancy, wi...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 07.md	61	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	*␠[[Emmeline Duval]], a baker, particularly known for her "miracle of the bridge" festival fried dough. Her loss will be a blow to the culi...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 07.md	63	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	*␠[[Seraphine Harper]], a farmer's wife, who leaves behind a large family of eight children.
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 09.md	45	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	It must be distinctly understood that everyone in the party has the␠[Fae-Touched](http://dnd5e.wikidot.com/feat:fey-touched)␠feat or nothin...
info	nonbreaking-space	Campaigns/Cleenseau Campaign/Sessions/Cleenseau - Session 09.md	52	Line contains a non-breaking space	Replace with an ordinary space if the spacing is not intentional.	There is a necromancer, or something like it, (un)living in catacombs under the central keep of the town. We discovered this because it was...
